ลำดับ,รหัสโรงเรียน,ชื่อโรงเรียน,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,โทรศัพท์,พิกัดละติจูด,พิกัดลองจิจูด,การรับอุดหนุน,สถานะโรงเรียน
339,1345100030,วิทยาลัยเทคโนโลยีธีรภาดา,99,6,,ร้อยเอ็ด-โพนทอง,หมูม้น,เชียงขวัญ,ร้อยเอ็ด,043-519-661,16.1546945,103.752088,รับอุดหนุน,เปิดกิจการ
340,1345100041,โรงเรียนจารุณีศึกษา,29,4,,,หนองขุ่นใหญ่,หนองพอก,ร้อยเอ็ด,872238817,,,ไม่รับอุดหนุน,เลิกกิจการ
341,1345100054,วิทยาลัยเทคโนโลยีอินเตอร์เอเซีย,431,3,,,แวง,โพนทอง,ร้อยเอ็ด,818339377,16.307816,103.978858,รับอุดหนุน,เปิดกิจการ
342,1345100056,วิทยาลัยเทคโนโลยีแทนพล,28,17,,,นาอุดม,โพนทอง,ร้อยเอ็ด,081-208-5882,16.2964939,103.8793919,รับอุดหนุน,เปิดกิจการ
343,1345100061,วิทยาลัยเทคโนโลยีชาญภรณ์เสลภูมิ,60,5,,,ขวัญเมือง,เสลภูมิ,ร้อยเอ็ด,088-565-3757,16.0369575,103.9083112,รับอุดหนุน,เปิดกิจการ
344,1345100063,วิทยาลัยอาชีวศึกษาเสลภูมิ,23,6,,เสลภูมิ-โพนทอง,นาเมือง,เสลภูมิ,ร้อยเอ็ด,043-550-068,16.05228128,103.9351924,รับอุดหนุน,เปิดกิจการ
345,1345100068,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย สุวรรณภูมิ,46,20,,,สระคู,สุวรรณภูมิ,ร้อยเอ็ด,043-580-097,15.6072486,103.8151024,รับอุดหนุน,เปิดกิจการ
346,1345100074,วิทยาลัยเทคโนโลยีพณิชยการโพนทอง,88,16,,โพนทอง-เสลภูมิ,สระนกแก้ว,โพนทอง,ร้อยเอ็ด,981036587,16.2863063,103.9734208,รับอุดหนุน,เปิดกิจการ
347,1345100076,วิทยาลัยเทคโนโลยีปทุมรัตต์,114,12,,,บัวแดง,ปทุมรัตต์,ร้อยเอ็ด,094-1927907,15.6318396,103.331625,รับอุดหนุน,เปิดกิจการ
348,1345100079,วิทยาลัยเทคโนโลยีหนองพอก,276,2,,,รอบเมือง,หนองพอก,ร้อยเอ็ด,933488189,16.3127007,104.215101,รับอุดหนุน,เปิดกิจการ
349,1345100080,วิทยาลัยเทคโนโลยีโพธิ์ชัย,151,10,,,เชียงใหม่,โพธิ์ชัย,ร้อยเอ็ด,43030648,16.3498796,103.3551574,รับอุดหนุน,เปิดกิจการ
350,1345100081,วิทยาลัยอาชีวศึกษาโพนทราย,154,13,,,โพนทราย,โพนทราย,ร้อยเอ็ด,816602831,15.47018416,103.9792944,รับอุดหนุน,เปิดกิจการ
351,1346100036,วิทยาลัยอาชีวศึกษากาฬสินธุ์,86/23,,,สนามบิน,กาฬสินธุ์,เมืองกาฬสินธุ์,กาฬสินธุ์,43812244,16.4176396,103.5099313,รับอุดหนุน,เปิดกิจการ
352,1346100040,วิทยาลัยเทคโนโลยีกมลาไสย,156,3,,ขอนแก่น-โพนทอง,หนองแปน,กมลาไสย,กาฬสินธุ์,43840046,16.3724698,103.4303258,รับอุดหนุน,เปิดกิจการ
353,1346100041,วิทยาลัยอาชีวศึกษาไทยเทคเอเชีย,180,15,,,บัวขาว,กุฉินารายณ์,กาฬสินธุ์,43851684,16.5455763,104.0337316,รับอุดหนุน,เปิดกิจการ
354,1346100042,วิทยาลัยอาชีวศึกษาไท-เทค กาฬสินธุ์,113,2,,ห้วยเม็ก-ท่าคันโท,ห้วยเม็ก,ห้วยเม็ก,กาฬสินธุ์,935639594,16.6215306,103.2195226,รับอุดหนุน,เปิดกิจการ
355,1346100043,วิทยาลัยเทคโนโลยีไตรชุมพล,297,4,,ไทยเจริญ-กระนวน,ห้วยเม็ก,ห้วยเม็ก,กาฬสินธุ์,043-840-291,16.6026748,103.2244237,รับอุดหนุน,เปิดกิจการ
356,1346100044,วิทยาลัยอาชีวศึกษาไทยเทคอีสาน,399,1,,,นาตาล,ท่าคันโท,กาฬสินธุ์,43877486,16.92276073,103.2419586,รับอุดหนุน,เปิดกิจการ
357,1346100046,วิทยาลัยเทคโนโลยียางตลาด,117,6,,,โนนสูง,ยางตลาด,กาฬสินธุ์,956214372,16.487459,103.239177,รับอุดหนุน,เปิดกิจการ
358,1346100048,วิทยาลัยเทคโนโลยีสหัสขันธ์,109,7,,,โนนน้ำเกลี้ยง,สหัสขันธ์,กาฬสินธุ์,619312914,16.6955463,103.5176961,รับอุดหนุน,เปิดกิจการ
359,1346100049,วิทยาลัยอาชีวศึกษาหนองกุงศรี,263,12,,,หนองกุงศรี,หนองกุงศรี,กาฬสินธุ์,43881362,,,ไม่รับอุดหนุน,เลิกกิจการ
360,1346100052,วิทยาลัยเทคโนโลยีพัฒนบัณฑิต,94,2,,,หนองแวง,สมเด็จ,กาฬสินธุ์,084-0485769,16.6792187,103.728114,รับอุดหนุน,เปิดกิจการ
361,1346100060,วิทยาลัยเทคโนโลยีสมเด็จพณิชยการ,69,12,,ถีนานนท์,หนองแวง,สมเด็จ,กาฬสินธุ์,043-019-923,16.6476459,103.7139773,รับอุดหนุน,เปิดกิจการ
362,1346100075,วิทยาลัยเทคโนโลยีพณิชยการสามชัย,212,8,,อ.วังสามหมอ - บ้านโพน,หนองช้าง,สามชัย,กาฬสินธุ์,043-602002,16.8608561,103.5480761,รับอุดหนุน,เปิดกิจการ
363,1346100076,วิทยาลัยเทคโนโลยีณัชชวินทร์,567,18,,,หัวนาคำ,ยางตลาด,กาฬสินธุ์,086-634-9589,16.3823985,103.1971128,รับอุดหนุน,เปิดกิจการ
364,1347100032,วิทยาลัยเทคโนโลยีภาคตะวันออกเฉียงเหนือ สกลนคร,228,15,,สกลนคร,ห้วยยาง,เมืองสกลนคร,สกลนคร,004-216-3064,17.1389623,104.1005564,รับอุดหนุน,เปิดกิจการ
365,1347100033,วิทยาลัยเทคโนโลยีเทคนิคเอเซีย,50,4,,,ธาตุนาเวง,เมืองสกลนคร,สกลนคร,42970002,17.1826816,104.0815735,รับอุดหนุน,เปิดกิจการ
366,1347100034,วิทยาลัยเทคโนโลยีพุทธรักษา,217,3,,สกล-นาแก,โนนหอม,เมืองสกลนคร,สกลนคร,042-766-263,17.066865,104.236999,รับอุดหนุน,เปิดกิจการ
367,1347100035,วิทยาลัยเทคโนโลยีเทคนิคภูพาน,410/1-2,,,สกล-นาแก,ธาตุเชิงชุม,เมืองสกลนคร,สกลนคร,042-712948,17.1485283,104.1421459,รับอุดหนุน,เปิดกิจการ
368,1347100036,วิทยาลัยอาชีวศึกษาสกลนครพัฒนศิลป์,89,2,,สกลนคร-นครพนม,ฮางโฮง,เมืองสกลนคร,สกลนคร,083-4140010,17.214521,104.104119,รับอุดหนุน,เปิดกิจการ
369,1347100037,วิทยาลัยเทคโนโลยีพณิชยการสกลนคร,182/8,,,นิตโย,ธาตุเชิงชุม,เมืองสกลนคร,สกลนคร,042-711-660,,,ไม่รับอุดหนุน,ไม่มีสภาพ
370,1347100039,วิทยาลัยเทคโนโลยีบริหารธุรกิจพรรณา,166,8,,นิตโย,พรรณา,พรรณานิคม,สกลนคร,42745506,17.3687261,103.8201989,รับอุดหนุน,เปิดกิจการ
371,1347100040,วิทยาลัยเทคโนโลยีพังโคนพณิชยการ,2-ส.ค.,1,,นิตโย,พังโคน,พังโคน,สกลนคร,042-771-162,17.3854635,103.7343156,รับอุดหนุน,เปิดกิจการ
372,1347100041,วิทยาลัยเทคโนโลยีวานรนิวาส,59,8,หนองมะเกลือ,พังโคน - บึงกาฬ,คอนสวรรค์,วานรนิวาส,สกลนคร,042  973347,17.6017961,103.7409012,รับอุดหนุน,เปิดกิจการ
373,1347100042,วิทยาลัยเทคโนโลยีพณิชยการบ้านม่วง,81,7,,คำตากล้า-บ้านดุง,มาย,บ้านม่วง,สกลนคร,042-794-922,17.860514,103.528636,รับอุดหนุน,เปิดกิจการ
374,1347100043,วิทยาลัยอาชีวศึกษาเทคนิคธุรกิจสว่างแดนดิน,303,13,,นิตโย,สว่างแดนดิน,สว่างแดนดิน,สกลนคร,42707340,17.4689387,103.4929683,รับอุดหนุน,เปิดกิจการ
375,1347100044,วิทยาลัยเทคโนโลยีสว่างแดนดิน,181,18,,นิตโย,สว่างแดนดิน,สว่างแดนดิน,สกลนคร,042-722-261,17.469698,103.486585,รับอุดหนุน,เปิดกิจการ
376,1347100045,วิทยาลัยอาชีวศึกษาสกลเทคนิค,119,1,,นิตโย,บงใต้,สว่างแดนดิน,สกลนคร,042-704-912,17.3954757,103.3442738,รับอุดหนุน,เปิดกิจการ
377,1347100050,วิทยาลัยเทคโนโลยีเอ็น-เทคบริหารธุรกิจ,81,8,,พังโคน,คอนสวรรค์,วานรนิวาส,สกลนคร,042-973360,17.60326404,103.7412357,รับอุดหนุน,เปิดกิจการ
378,1347100052,วิทยาลัยอาชีวศึกษาอากาศอำนวย,224,13,,,วาใหญ่,อากาศอำนวย,สกลนคร,042-707277,17.64184427,103.9329386,รับอุดหนุน,เปิดกิจการ
379,1347100058,วิทยาลัยเทคโนโลยี ไฮเทค สกลนคร,181,9,,สว่างแดนดิน-โคกสี,โคกสี,สว่างแดนดิน,สกลนคร,042-704-882-5,17.5983565,103.424712,รับอุดหนุน,เปิดกิจการ
380,1347100065,วิทยาลัยเทคโนโลยี เอ - เทค อินเตอร์ เอเชีย,124,6,,อากาศ-สูงเนิน,บะหว้า,อากาศอำนวย,สกลนคร,821130939,17.5217258,103.974679,รับอุดหนุน,เปิดกิจการ
381,1347100066,วิทยาลัยเทคโนโลยีภูมิภัทรบัณฑิต,99,3,,,หนองปลิง,นิคมน้ำอูน,สกลนคร,854645570,17.16520514,103.7351573,รับอุดหนุน,เปิดกิจการ
382,1347100075,วิทยาลัยเทคโนโลยีเทคนิควิชาชีพสกลนคร,655,4,,เลี่ยงเมืองสกล-นาแก,ดงมะไฟ,เมืองสกลนคร,สกลนคร,42090224,17.13640236,104.1154039,รับอุดหนุน,เปิดกิจการ
383,1347100076,วิทยาลัยเทคโนโลยีแดนสยาม,283,1,,นิตโย,บ้านต้าย,สว่างแดนดิน,สกลนคร,042-704-937,17.4293233,103.4030517,รับอุดหนุน,เปิดกิจการ
384,1347100077,วิทยาลัยเทคโนโลยีการโรงแรมและการท่องเที่ยวไทย,50,5,หลังราชภัฏสกลนคร,นาคำ-นาเวง,ธาตุนาเวง,เมืองสกลนคร,สกลนคร,42970149,17.1769749,104.0762537,รับอุดหนุน,เปิดกิจการ
385,1347100078,วิทยาลัยอาชีวศึกษาการท่องเที่ยวและการโรงแรมสกลนคร,808,4,,เลี่ยงเมืองสกลนคร,ดงมะไฟ,เมืองสกลนคร,สกลนคร,825238839,17.1769749,104.0762537,รับอุดหนุน,เปิดกิจการ
386,1348100012,วิทยาลัยเทคโนโลยีอินเตอร์พัฒนศาสตร์,29-มี.ค.,,ร่วมมิตร,นิตโย,หนองญาติ,เมืองนครพนม,นครพนม,042-515-888,17.3982702,104.7668827,รับอุดหนุน,เปิดกิจการ
387,1348100013,วิทยาลัยเทคโนโลยีไทย-อินโดจีน,138,14,,ชยางกูร,ท่าค้อ,เมืองนครพนม,นครพนม,042-502-000,17.3689991,104.7930583,รับอุดหนุน,เปิดกิจการ
388,1348100014,โรงเรียนอัสสัมชัญเทคนิคนครพนม,107,5,,นครพนม-หนองคาย,เวินพระบาท,ท่าอุเทน,นครพนม,863332766,17.5308936,104.6667771,รับอุดหนุน,เปิดกิจการ
389,1348100015,วิทยาลัยเทคโนโลยีธาตุพนม,47,6,,,ธาตุพนม,ธาตุพนม,นครพนม,42532028,16.9470855,104.7041703,รับอุดหนุน,เปิดกิจการ
390,1348100016,วิทยาลัยอาชีวศึกษานาแก,9,16,,พระซอง-นาแก,พระซอง,นาแก,นครพนม,42583297,17.0187839,104.5421433,รับอุดหนุน,เปิดกิจการ
391,1348100017,วิทยาลัยอาชีวศึกษาศรีสงคราม,175,2,,,ศรีสงคราม,ศรีสงคราม,นครพนม,42599199,17.6289261,104.2736333,รับอุดหนุน,เปิดกิจการ
392,1348100024,วิทยาลัยเทคโนโลยีบ้านสวนพัฒนา ,110,11,,บ้านข่า-ปากยาม,บ้านข่า,ศรีสงคราม,นครพนม,042-530-723,17.6833751,104.1084903,รับอุดหนุน,เปิดกิจการ
393,1348100025,วิทยาลัยเทคโนโลยีพณิชยการอาเซียน,100,4,,มหาชัย-ปลาปาก,วังตามัว,เมืองนครพนม,นครพนม,042-530-755,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
394,1348100027,โรงเรียนอริยะธุรกิจบัณฑิต,36,11,,,ปลาปาก,ปลาปาก,นครพนม,862225500,17.1750638,104.5168722,รับอุดหนุน,เปิดกิจการ
395,1348100032,วิทยาลัยเทคโนโลยีพัฒนบัณฑิตบริหารธุรกิจโพนสวรรค์,154,6,,ท่าอุเทน-กุสุมาลย์,โพนสวรรค์,โพนสวรรค์,นครพนม,092-8249878,17.453967,104.4584958,รับอุดหนุน,เปิดกิจการ
396,1349100005,วิทยาลัยเทคโนโลยีมุกดาหาร,136,,,วิวิธสุรการ,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,042-611-948,16.5508772,104.7200682,รับอุดหนุน,เปิดกิจการ
397,1349100006,วิทยาลัยอาชีวศึกษาดงหลวง,114,4,,บ้านก้านเหลืองดง-โนนตูม,หนองแคน,ดงหลวง,มุกดาหาร,426440912,16.7484744,104.5269698,รับอุดหนุน,เปิดกิจการ
398,1349100016,วิทยาลัยเทคโนโลยีบริหารธุรกิจรักไทย มุกดาหาร,128,,,เลี่ยงเมืองมุก-นิคมคำสร้อย,มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,042-615-066,16.536138,104.686128,รับอุดหนุน,เปิดกิจการ
399,1349100017,วิทยาลัยอาชีวศึกษาการจัดการโลจิสติกส์และซัพพลายเชน ,99,3,,,ดงหลวง,ดงหลวง,มุกดาหาร,099-4629517 ,16.8088386,104.5315208,รับอุดหนุน,เปิดกิจการ
400,1350100132,วิทยาลัยเทคโนโลยีพาณิชยการลานนา,98/12,2,,โพธาราม,ช้างเผือก,เมืองเชียงใหม่,เชียงใหม่,(053)2100578,18.8112172,98.9724724,รับอุดหนุน,เปิดกิจการ
401,1350100134,วิทยาลัยเทคโนโลยีเอเชีย,128,5,,มหิดล (อ้อมเมือง),หนองหอย,เมืองเชียงใหม่,เชียงใหม่,053-140244-5,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
402,1350100135,วิทยาลัยอาชีวศึกษาไทยวิจิตรศิลปเชียงใหม่,,,,,ท่าศาลา,เมืองเชียงใหม่,เชียงใหม่,,,,ไม่รับอุดหนุน,เลิกกิจการ
403,1350100136,วิทยาลัยเทคโนโลยีศรีธนาพณิชยการ เชียงใหม่,71,,,ห้วยแก้ว,สุเทพ,เมืองเชียงใหม่,เชียงใหม่,053-221-815,,,รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
404,1350100137,วิทยาลัยเทคโนโลยีเมโทร,24,,2, ลอยเคราะห์,ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,053-282-080,18.7827872,98.9946373,รับอุดหนุน,เปิดกิจการ
405,1350100139,วิทยาลัยเทคโนโลยีโปลิเทคนิคลานนา เชียงใหม่,2,,,สุขเกษม,ป่าตัน,เมืองเชียงใหม่,เชียงใหม่,053-213-061,18.81375162,98.99231257,รับอุดหนุน,เปิดกิจการ
406,1350100141,วิทยาลัยเทคโนโลยีพณิชยการเชียงใหม่,2,,,คชสาร,ช้างคลาน,เมืองเชียงใหม่,เชียงใหม่,53274715,18.7834263,98.9934361,รับอุดหนุน,เปิดกิจการ
407,1350100142,วิทยาลัยเทคโนโลยีพิงค์พระนคร,107,2,,เชียงใหม่-ฮอด,บ้านกลาง,สันป่าตอง,เชียงใหม่,053-311-721,18.593811,98.888772,รับอุดหนุน,เปิดกิจการ
408,1350100143,วิทยาลัยเทคโนโลยีพายัพและบริหารธุรกิจ,262,6,,เชียงใหม่-พร้าว,หนองจ๊อม,สันทราย,เชียงใหม่,53845133,18.85171889,99.01015928,รับอุดหนุน,เปิดกิจการ
409,1350100167,วิทยาลัยอาชีวศึกษานอร์ทฝาง,27,10,,,เวียง,ฝาง,เชียงใหม่,062-5455850,19.946878,99.2055197,รับอุดหนุน,เปิดกิจการ
410,1350100307,ธนาเทคโนโลยี เชียงใหม่,630,2,,เทศบาล,เวียง,ฝาง,เชียงใหม่,53452630,,,ไม่รับอุดหนุน,เลิกกิจการ
411,1350100324,วิทยาลัยอาชีวศึกษาจันทร์รวี,439/2,7,,,แม่เหียะ,เมืองเชียงใหม่,เชียงใหม่,053447754-6,18.7450325,98.9661412,รับอุดหนุน,เปิดกิจการ
412,1351100028,วิทยาลัยเทคโนโลยีหมู่บ้านครู ภาคเหนือ,197,8,,,บ้านธิ,บ้านธิ,ลำพูน,053-982-989,18.6324787,99.0582882,รับอุดหนุน,เปิดกิจการ
413,1351100031,วิทยาลัยเทคโนโลยีชรินรัตน์ลำพูน,297,10,,,อุโมงค์,เมืองลำพูน,ลำพูน,053-091-319,18.6262582,99.0453851,รับอุดหนุน,เปิดกิจการ
414,1351100032,วิทยาลัยอาชีวศึกษาเอกปัญญาหริภุญชัย,199,5,,,เวียงยอง,เมืองลำพูน,ลำพูน,52030270,18.5518013,99.0223396,รับอุดหนุน,เปิดกิจการ
415,1352100017,วิทยาลัยเทคโนโลยีอ้อมอารี,125/4,1,,เกาะคา - ห้างฉัตร,ลำปางหลวง,เกาะคา,ลำปาง,54328352,,,ไม่รับอุดหนุน,ไม่มีนักเรียน/ไม่จัดการเรียนการสอน
416,1352100029,วิทยาลัยเทคโนโลยีลำปาง,443,2,,วชิราวุธดำเนิน,พระบาท,เมืองลำปาง,ลำปาง,054-265-112-3,,,ไม่รับอุดหนุน,เลิกกิจการ
417,1352100030,วิทยาลัยอาชีวศึกษาลำปางพาณิชยการและเทคโนโลยี,173,,,พหลโยธิน,ชมพู,เมืองลำปาง,ลำปาง,054-352-399,,,รับอุดหนุน,ไม่มีนักเรียน/ไม่จัดการเรียนการสอน
418,1352100031,วิทยาลัยอาชีวศึกษาเถินเทคโนโลยี,192/1,12,,พหลโยธิน,ล้อมแรด,เถิน,ลำปาง,054-244-089,17.607486,99.2343354,รับอุดหนุน,เปิดกิจการ
419,1353100012,วิทยาลัยเทคโนโลยีอุตรดิตถ์,135/3,,,สำราญรื่น,ท่าอิฐ,เมืองอุตรดิตถ์,อุตรดิตถ์,055-442-9304,,,รับอุดหนุน,เปิดกิจการ
420,1354100022,โรงเรียนพณิชยการลานนาและเทคโนโลยีแพร่,98,10,,ช่อแฮ,เหมืองหม้อ,เมืองแพร่,แพร่,054-522-407,,,ไม่รับอุดหนุน,ไม่มีสภาพ
421,1354100023,วิทยาลัยอาชีวศึกษาพณิชยการแพร่,34/19,,,เหมืองหิต,ในเวียง,เมืองแพร่,แพร่,54511609,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
422,1356100015,วิทยาลัยเทคโนโลยีไชยพันธ์พงษ์,222,1,,,บ้านต๊ำ,เมืองพะเยา,พะเยา,544109879,19.221841,99.865339,รับอุดหนุน,เปิดกิจการ
423,1356100016,วิทยาลัยเทคโนโลยีพะเยา,339,8,,,ท่าวังทอง,เมืองพะเยา,พะเยา,054-431-234,19.1823301,99.9311413,รับอุดหนุน,เปิดกิจการ
424,1356100017,วิทยาลัยเทคโนโลยีวงศ์กาญจนา,175,3,,พะเยา-เชียงคำ,ดอกคำใต้,ดอกคำใต้,พะเยา,54491081,,,ไม่รับอุดหนุน,ไม่มีสภาพ
425,1356100075,วิทยาลัยเทคโนโลยีประชาพัฒน์,1-ม.ค.,3,,ประตูกลอง,ท่าวังทอง,เมืองพะเยา,พะเยา,087-831-9253,19.1744083,99.9028894,รับอุดหนุน,เปิดกิจการ
426,1357100046,วิทยาลัยเทคโนโลยีกรุงธนเชียงราย ไทย-เยอรมัน,129,6,,,ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,053-170-117-8,19.8653004,99.781663,รับอุดหนุน,เปิดกิจการ
427,1357100048,วิทยาลัยอาชีวศึกษาพณิชยการเชียงราย,1050,,,สนามบิน,เวียง,เมืองเชียงราย,เชียงราย,053-752-521,19.9036459,99.8282633,รับอุดหนุน,เปิดกิจการ
428,1357100049,วิทยาลัยเทคโนโลยีเชียงราย,391,1,,เวียงชัย-หนองหลวง,เวียงชัย,เวียงชัย,เชียงราย,053-662-484,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
429,1357100050,วิทยาลัยอาชีวศึกษาแม่สาย,188,3,,วัดถ้ำเสาหินพญานาค,โป่งงาม,แม่สาย,เชียงราย,53709292,20.325147,99.870255,รับอุดหนุน,เปิดกิจการ
430,1357100058,วิทยาลัยเทคโนโลยี ไทย-เอเซีย ,888/8,6,,,แม่สาย,แม่สาย,เชียงราย,973570740,20.4197375,99.911752,รับอุดหนุน,เปิดกิจการ
431,1357100059,วิทยาลัยเทคโนโลยีอาชีวศึกษาเชียงราย,838,1,,,ริมกก,เมืองเชียงราย,เชียงราย,052-020-478,,,ไม่รับอุดหนุน,เลิกกิจการ
432,1357100146,วิทยาลัยเทคโนโลยีบริหารธุรกิจ ทวี เอสซี อินเตอร์เนชั่นแนล,159/1,4,,พหลโยธิน,ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,053-631-125,19.8465058,99.7901781,รับอุดหนุน,เปิดกิจการ
433,1357100150,โรงเรียนชัยศิษย์บริหารธุรกิจและเทคโนโลยี,230/1,10,,,เวียง,เชียงของ,เชียงราย,53791512,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
434,1360100004,วิทยาลัยอาชีวศึกษาปากน้ำโพ,300/9,4,,หนองบัว - เขาทราย,หนองกลับ,หนองบัว,นครสวรรค์,854001904,15.7042976,100.1538135,รับอุดหนุน,เปิดกิจการ
435,1360100052,วิทยาลัยเทคโนโลยีพณิชยการนครสวรรค์,932,9,,ปานพลอย,นครสวรรค์ตก,เมืองนครสวรรค์,นครสวรรค์,56801829,15.0726766,100.1762916,รับอุดหนุน,เปิดกิจการ
436,1360100053,วิทยาลัยเทคโนโลยีภาคเหนือ,919,10,,พหลโยธิน,นครสวรรค์ตก,เมืองนครสวรรค์,นครสวรรค์,056-310-285,,,ไม่รับอุดหนุน,ไม่มีนักเรียน/ไม่จัดการเรียนการสอน
437,1360100054,วิทยาลัยอาชีวศึกษาสหนครสวรรค์,133,,,ธรรมวิถี,ปากน้ำโพ,เมืองนครสวรรค์,นครสวรรค์,056-214-165,,,ไม่รับอุดหนุน,ยื่นขอเลิกกิจการ/ไม่จัดการเรียนการสอน
438,1360100055,วิทยาลัยอาชีวศึกษาวิริยาลัยนครสวรรค์,14-ต.ค.,10,,พหลโยธิน,หนองกรด,เมืองนครสวรรค์,นครสวรรค์,056-340206-7,15.7225837,100.0539262,รับอุดหนุน,เปิดกิจการ
439,1360100056,วิทยาลัยเทคโนโลยีบริหารธุรกิจนครสวรรค์,932,9,,,นครสวรรค์ตก,เมืองนครสวรรค์,นครสวรรค์,056 801829,15.0739527,100.1762832,ไม่รับอุดหนุน,เปิดกิจการ
440,1360100109,วิทยาลัยเทคโนโลยีตาคลี,381/1,,,พหลโยธิน,ตาคลี,ตาคลี,นครสวรรค์,056-005776,15.262453,100.341508,รับอุดหนุน,เปิดกิจการ
441,1361100018,เชษฐศิลป์บริหารธุรกิจและเทคโนโลยี,25-ก.พ.,,,เติบศิริ,อุทัยใหม่,เมืองอุทัยธานี,อุทัยธานี,56525077,,,ไม่รับอุดหนุน,เลิกกิจการ
442,1362100017,วิทยาลัยอาชีวศึกษาภักดีพณิชยการและเทคโนโลยี,39,,12,ประชาหรรษา,ในเมือง,เมืองกำแพงเพชร,กำแพงเพชร,055-716-459,16.4674337,99.5413339,รับอุดหนุน,เปิดกิจการ
443,1363100005,โรงเรียนไฮเทค-เทคโนโลยี ตาก,555,2,,พหลโยธิน,หนองบัวใต้,เมืองตาก,ตาก,055-517-485,16.8505042,99.1177851,รับอุดหนุน,เปิดกิจการ
444,1364100004,พณิชยการสุโขทัยธานี,97,,,สิงหวัฒน์,ธานี,เมืองสุโขทัย,สุโขทัย,55611121,,,ไม่รับอุดหนุน,เลิกกิจการ
445,1365100015,วิทยาลัยอาชีวศึกษาพณิชยการพิษณุโลก,691/11,,,มิตรภาพ,ในเมือง,เมืองพิษณุโลก,พิษณุโลก,055-304-408,16.82104534,100.2715462,รับอุดหนุน,เปิดกิจการ
446,1365100016,วิทยาลัยเทคโนโลยีบริหารธุรกิจพิษณุโลก,234,2,,,บางระกำ,บางระกำ,พิษณุโลก,55000587,16.700018,100.164936,รับอุดหนุน,เปิดกิจการ
447,1366100010,วิทยาลัยเทคโนโลยีบริหารธุรกิจพิจิตร,98/1,,,สระหลวง,ในเมือง,เมืองพิจิตร,พิจิตร,56612474,16.43833518,100.3381006,รับอุดหนุน,เปิดกิจการ
448,1366100023,วิทยาลัยเทคโนโลยีสิริวัฒนาบริหารธุรกิจ,29,3,,ตะพานหิน-บางมูลนาก,ห้วยเกตุ,ตะพานหิน,พิจิตร,056-662-555,16.2110282,100.4061824,รับอุดหนุน,เปิดกิจการ
449,1367100011,วิทยาลัยเทคโนโลยีเซนต์นีโอ,9999,7,,,ชนแดน,ชนแดน,เพชรบูรณ์,56761608,16.18650457,100.8810789,รับอุดหนุน,เปิดกิจการ
450,1367100031,วิทยาลัยเทคโนโลยีป่าสักธารา,279,3,,เทศบาล  8 สระบุรี - หล่มสัก,พุเตย,วิเชียรบุรี,เพชรบูรณ์,56797099,15.5730324,101.0657817,รับอุดหนุน,เปิดกิจการ
451,1367100049,วิทยาลัยอาชีวศึกษาเพชรบูรณ์,370,4,,,บึงสามพัน,บึงสามพัน,เพชรบูรณ์,056-713-680,15.8291297,101.0187393,รับอุดหนุน,เปิดกิจการ
452,1367100051,วิทยาลัยเทคโนโลยี ไฮเทค เพชรบูรณ์,127,4,,สระบุรี-หล่มสัก,หนองไขว่,หล่มสัก,เพชรบูรณ์,56912259,16.750263,101.2058879,รับอุดหนุน,เปิดกิจการ
453,1367100052,วิทยาลัยเทคโนโลยีสารสนเทศเพชรบูรณ์,253,2,,,บึงสามพัน,บึงสามพัน,เพชรบูรณ์,56731407,15.78736,101.0109159,รับอุดหนุน,เปิดกิจการ
454,1367100054,วิทยาลัยเทคโนโลยี ไฮเทค หนองไผ่,126,6,,สระบุรี - หล่มสัก,ยางงาม,หนองไผ่,เพชรบูรณ์,56782199,16.026555,101.0748494,รับอุดหนุน,เปิดกิจการ
455,1367100055,วิทยาลัยเทคโนโลยี ไฮเทค วิเชียรบุรี,183,6,,เพชรบูรณ์- หล่มสัก,พุขาม,วิเชียรบุรี,เพชรบูรณ์,933277343,15.524366,101.0477946,รับอุดหนุน,เปิดกิจการ
456,1367100060,วิทยาลัยเทคโนโลยีศรีเทพพณิชยการ,229,5,,,ศรีเทพ,ศรีเทพ,เพชรบูรณ์,56020276,15.4861247,101.1658848,รับอุดหนุน,เปิดกิจการ
457,1367100061,วิทยาลัยอาชีวศึกษาพณิชยการเพชรบูรณ์,275,9,,,ตะกุดไร,ชนแดน,เพชรบูรณ์,56029960,15.4795545,101.1105052,รับอุดหนุน,เปิดกิจการ
